DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Attempt,ARREST,LARCENYCODE,OBJECTID
2018/03/17 04:00:00+00,1330,1330,2500 ERIE BLVD E,LARCENY,,Yes,Shoplifting,1605
2018/03/17 04:00:00+00,1750,1750,4100 S  SALINA ST,LARCENY,,,Shoplifting,1606
2018/03/17 04:00:00+00,621,621,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1607
2018/03/18 04:00:00+00,1255,1255,400 UNION PL,LARCENY,,,Shoplifting,1608
2018/03/19 04:00:00+00,1813,1813,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1609
2018/03/19 04:00:00+00,1944,1944,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1610
2018/03/20 04:00:00+00,1852,1852,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1611
2018/03/22 04:00:00+00,446,446,500 BUTTERNUT ST,LARCENY,,,Shoplifting,1612
2018/03/23 04:00:00+00,1520,1520,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1613
2018/03/26 04:00:00+00,1413,1413,1 DESTINY USA DR,LARCENY,,,Shoplifting,1614
2018/03/26 04:00:00+00,1712,1712,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1615
2018/03/27 04:00:00+00,1228,1228,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1616
2018/03/27 04:00:00+00,1543,1543,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1617
2018/03/28 04:00:00+00,1110,1110,1 DESTINY USA DR,LARCENY,,,Shoplifting,1618
2018/03/29 04:00:00+00,1219,1219,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1619
2018/03/29 04:00:00+00,1902,1902,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1620
2018/03/29 04:00:00+00,2045,2045,1 DESTINY USA DR,LARCENY,,,Shoplifting,1621
2018/03/30 04:00:00+00,1210,1210,4100 S  SALINA ST,LARCENY,A,,Shoplifting,1622
2018/03/30 04:00:00+00,1607,1607,2700 ERIE BLVD E,LARCENY,,Yes,Shoplifting,1623
2018/03/31 04:00:00+00,1330,1330,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1624
2018/03/31 04:00:00+00,1730,1730,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1625
2018/04/01 04:00:00+00,1502,1502,2000 SOUTH AV,LARCENY,,,Shoplifting,1626
2018/04/04 04:00:00+00,1405,1405,1 DESTINY USA DR,LARCENY,,,Shoplifting,1627
2018/04/04 04:00:00+00,2018,2018,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1628
2018/04/05 04:00:00+00,1541,1541,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1629
2018/04/06 04:00:00+00,840,840,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1630
2018/04/07 04:00:00+00,1604,1604,2500 ERIE BLVD E,LARCENY,,Yes,Shoplifting,1631
2018/04/08 04:00:00+00,1147,1147,1 DESTINY USA DR,LARCENY,,,Shoplifting,1632
2018/04/09 04:00:00+00,1618,1618,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1633
2018/04/09 04:00:00+00,1852,1852,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1634
2018/04/09 04:00:00+00,1925,1925,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1635
2018/04/10 04:00:00+00,1932,1932,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1636
2018/04/12 04:00:00+00,1332,1332,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1637
2018/04/12 04:00:00+00,1532,1532,400 W  ONONDAGA ST,ROBBERY,,,Shoplifting,1638
2018/04/12 04:00:00+00,1842,1842,1 DESTINY USA DR,LARCENY,,,Shoplifting,1639
2018/04/14 04:00:00+00,1102,1102,4700 ONONDAGA BLVD,LARCENY,,Yes,Shoplifting,1640
2018/04/14 04:00:00+00,1443,1443,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1641
2018/04/14 04:00:00+00,1716,1716,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1642
2018/04/14 04:00:00+00,2130,2130,1 DESTINY USA DR,AGGRAVATED ASSAULT,,,Shoplifting,1643
2018/04/15 04:00:00+00,1627,1627,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1644
2018/04/15 04:00:00+00,1641,1641,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1645
2018/04/16 04:00:00+00,833,833,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1646
2018/04/17 04:00:00+00,1402,1402,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1647
2018/04/17 04:00:00+00,1857,1857,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1648
2018/04/18 04:00:00+00,1233,1233,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1649
2018/04/18 04:00:00+00,1245,1249,600 SOUTH AV,LARCENY,,,Shoplifting,1650
2018/04/18 04:00:00+00,1432,1432,400 BUTTERNUT ST,LARCENY,,Yes,Shoplifting,1651
2018/02/11 05:00:00+00,2000,2000,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1652
2018/04/19 04:00:00+00,1421,1421,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1653
2018/04/19 04:00:00+00,1551,1551,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1654
2018/04/19 04:00:00+00,1829,1829,700 FIRST NORTH ST,BURGLARY,,Yes,Shoplifting,1655
2018/04/20 04:00:00+00,1314,1314,1 DESTINY USA DR,LARCENY,,,Shoplifting,1656
2018/04/21 04:00:00+00,1510,1510,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1657
2018/04/21 04:00:00+00,1546,1546,1 DESTINY USA DR,LARCENY,,,Shoplifting,1658
2018/04/21 04:00:00+00,2108,2108,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1659
2018/04/23 04:00:00+00,1733,1733,1 DESTINY USA DR,LARCENY,,,Shoplifting,1660
2018/04/24 04:00:00+00,1403,1403,500 BUTTERNUT ST,LARCENY,,Yes,Shoplifting,1661
2018/04/25 04:00:00+00,1332,1332,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1662
2018/04/25 04:00:00+00,1553,1553,1600 N  SALINA ST,LARCENY,,,Shoplifting,1663
2018/04/26 04:00:00+00,1700,1730,400 WESTCOTT ST,LARCENY,,Yes,Shoplifting,1664
2018/04/27 04:00:00+00,1827,1827,1 DESTINY USA DR,LARCENY,,,Shoplifting,1665
2018/04/27 04:00:00+00,2127,2127,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1666
2018/04/27 04:00:00+00,2100,2100,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1667
2018/04/28 04:00:00+00,2035,2035,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1668
2018/04/28 04:00:00+00,1922,2012,1 DESTINY USA DR,LARCENY,,,Shoplifting,1669
2018/04/30 04:00:00+00,1830,1830,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1670
2018/04/30 04:00:00+00,2218,2218,700 S  GEDDES ST,ROBBERY,,Yes,Shoplifting,1671
2018/04/30 04:00:00+00,2326,2326,400 W  SENECA TPKE,LARCENY,,,Shoplifting,1672
2018/05/01 04:00:00+00,1626,1626,1 DESTINY USA DR,BURGLARY,,Yes,Shoplifting,1673
2018/05/01 04:00:00+00,1846,1846,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1674
2018/05/04 04:00:00+00,1343,1343,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1675
2018/05/04 04:00:00+00,1300,1315,700 E  GENESEE ST,LARCENY,,,Shoplifting,1676
2018/05/07 04:00:00+00,1340,1340,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1677
2018/05/09 04:00:00+00,1511,1520,1 DESTINY USA DR,LARCENY,,,Shoplifting,1678
2018/05/10 04:00:00+00,1044,1135,1 DESTINY USA DR,LARCENY,,,Shoplifting,1679
2018/05/11 04:00:00+00,1308,1308,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1680
2018/05/11 04:00:00+00,1704,1704,2800 S  SALINA ST,LARCENY,,,Shoplifting,1681
2018/05/11 04:00:00+00,1913,1913,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1682
2018/05/12 04:00:00+00,1444,1444,200 HUDSON ST,LARCENY,,Yes,Shoplifting,1683
2018/05/12 04:00:00+00,729,729,100 E  ONONDAGA ST,LARCENY,,,Shoplifting,1684
2018/05/12 04:00:00+00,1747,1747,100 E  ONONDAGA ST,LARCENY,,,Shoplifting,1685
2018/05/13 04:00:00+00,1930,1930,100 E  ONONDAGA ST,LARCENY,,Yes,Shoplifting,1686
2018/05/14 04:00:00+00,1318,1318,4100 S  SALINA ST,LARCENY,,,Shoplifting,1687
2018/05/16 04:00:00+00,1611,1611,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1688
2018/05/17 04:00:00+00,1530,1530,4000 S  SALINA ST,LARCENY,,,Shoplifting,1689
2018/05/17 04:00:00+00,2022,2030,1 DESTINY USA DR,LARCENY,,,Shoplifting,1690
2018/05/18 04:00:00+00,2006,2006,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1691
2018/05/23 04:00:00+00,1417,1417,400 ERIE BLVD E,LARCENY,,Yes,Shoplifting,1692
2018/05/23 04:00:00+00,1708,1708,300 S  SALINA ST,LARCENY,,,Shoplifting,1693
2018/05/23 04:00:00+00,1947,1947,1 DESTINY USA DR,LARCENY,,,Shoplifting,1694
2018/05/23 04:00:00+00,2001,2001,4700 ONONDAGA BLVD,LARCENY,,Yes,Shoplifting,1695
2018/05/24 04:00:00+00,2108,2108,1 DESTINY USA DR,LARCENY,,,Shoplifting,1696
2018/05/27 04:00:00+00,840,840,400 ERIE BLVD E,LARCENY,,,Shoplifting,1697
2018/05/30 04:00:00+00,1420,1420,700 FIRST NORTH ST,LARCENY,,,Shoplifting,1698
2018/05/30 04:00:00+00,1722,1722,1200 ALMOND ST,LARCENY,,,Shoplifting,1699
2018/05/30 04:00:00+00,2127,2127,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1700
2018/05/30 04:00:00+00,1837,1851,1 DESTINY USA DR,LARCENY,,,Shoplifting,1701
2018/05/31 04:00:00+00,1158,1158,1 DESTINY USA DR,LARCENY,,,Shoplifting,1702
2018/04/05 04:00:00+00,308,308,1400 W  ONONDAGA ST,AGGRAVATED ASSAULT,,Yes,Unknown,1703
2018/02/12 05:00:00+00,609,609,4700 S  SALINA ST,LARCENY,,Yes,Shoplifting,1704
2018/02/12 05:00:00+00,1301,1301,2900 JAMES ST,LARCENY,,Yes,Shoplifting,1705
2018/02/12 05:00:00+00,2106,2106,1 DESTINY USA DR,LARCENY,,,Shoplifting,1706
2018/02/13 05:00:00+00,1111,1111,2000 ERIE BLVD E,LARCENY,,Yes,Shoplifting,1707
2018/02/13 05:00:00+00,1321,1321,1 DESTINY USA DR,LARCENY,,,Shoplifting,1708
2018/02/13 05:00:00+00,1822,1822,1 DESTINY USA DR,LARCENY,,,Shoplifting,1709
2018/02/13 05:00:00+00,1859,1859,1 DESTINY USA DR,LARCENY,,,Shoplifting,1710
2018/02/14 05:00:00+00,1847,1847,1 DESTINY USA DR,LARCENY,,,Shoplifting,1711
2018/02/14 05:00:00+00,1923,1923,1 DESTINY USA DR,LARCENY,,,Shoplifting,1712
2018/02/15 05:00:00+00,1125,1125,2500 ERIE BLVD E,LARCENY,,,Shoplifting,1713
2018/02/15 05:00:00+00,1926,1926,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1714
2018/02/16 05:00:00+00,1606,1606,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1715
2018/02/16 05:00:00+00,1725,1725,1 DESTINY USA DR,LARCENY,,,Shoplifting,1716
2018/02/17 05:00:00+00,1144,1144,2500 ERIE BLVD E,LARCENY,,Yes,Shoplifting,1717
2018/02/17 05:00:00+00,1855,1855,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1718
2018/02/17 05:00:00+00,2119,2119,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1719
2018/02/19 05:00:00+00,1023,1023,300 S  SALINA ST,LARCENY,,Yes,Shoplifting,1720
2018/02/19 05:00:00+00,1817,1817,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1721
2018/02/19 05:00:00+00,2128,2128,4700 ONONDAGA BLVD,LARCENY,,,Shoplifting,1722
2018/02/20 05:00:00+00,1149,1149,600 BUTTERNUT ST,LARCENY,,,Shoplifting,1723
2018/02/20 05:00:00+00,1352,1352,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1724
2018/02/20 05:00:00+00,1514,1514,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1725
2018/02/20 05:00:00+00,1811,1811,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1726
2018/02/21 05:00:00+00,1216,1216,1000 S  CLINTON ST,LARCENY,,Yes,Shoplifting,1727
2018/02/21 05:00:00+00,1358,1358,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1728
2018/02/21 05:00:00+00,1759,1759,1 DESTINY USA DR,LARCENY,,,Shoplifting,1729
2018/02/22 05:00:00+00,213,213,4700 ONONDAGA BLVD,LARCENY,,,Shoplifting,1730
2018/02/24 05:00:00+00,928,928,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1731
2018/02/24 05:00:00+00,1602,1602,1 DESTINY USA DR,LARCENY,,,Shoplifting,1732
2018/02/24 05:00:00+00,1634,1634,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1733
2018/02/24 05:00:00+00,1718,1718,1 DESTINY USA DR,LARCENY,,,Shoplifting,1734
2018/02/24 05:00:00+00,1747,1747,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1735
2018/02/25 05:00:00+00,1259,1259,900 S  SALINA ST,LARCENY,,,Shoplifting,1736
2018/02/27 05:00:00+00,359,359,200 N  STATE ST,LARCENY,,Yes,Shoplifting,1737
2018/02/27 05:00:00+00,1323,1323,4100 S  SALINA ST,LARCENY,,Yes,Shoplifting,1738
2018/02/27 05:00:00+00,1521,1521,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1739
2018/02/27 05:00:00+00,1730,1730,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1740
2018/02/28 05:00:00+00,1900,1900,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1741
2018/03/02 05:00:00+00,1250,1250,1 DESTINY USA DR,LARCENY,,,Shoplifting,1742
2018/03/03 05:00:00+00,1546,1546,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1743
2018/03/05 05:00:00+00,1120,1120,1000 W  GENESEE ST,LARCENY,,,Shoplifting,1744
2018/03/05 05:00:00+00,1645,1645,1 DESTINY USA DR,LARCENY,,,Shoplifting,1745
2018/03/05 05:00:00+00,2033,2033,1200 SOUTH AV,LARCENY,,Yes,Shoplifting,1746
2018/03/08 05:00:00+00,1030,1030,400 BUTTERNUT ST,LARCENY,,,Shoplifting,1747
2018/03/08 05:00:00+00,1817,1817,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1748
2018/03/08 05:00:00+00,2026,2026,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1749
2018/03/09 05:00:00+00,1452,1452,700 FIRST NORTH ST,LARCENY,,Yes,Shoplifting,1750
2018/03/11 05:00:00+00,1503,1503,1 DESTINY USA DR,LARCENY,,,Shoplifting,1751
2018/03/13 04:00:00+00,150,206,2500 ERIE BLVD E,LARCENY,,Yes,Shoplifting,1752
2018/03/14 04:00:00+00,1241,1241,1 DESTINY USA DR,LARCENY,,Yes,Shoplifting,1753
